name,address,city,price_level,cuisine,description,phone,url
海光俱樂部中餐廳,左營區南大路4號,Kaohsiung,$$,江浙菜,餐廳前身為軍官招待貴賓的俱樂部，現搖身一變成為廣受歡迎的江浙菜館。廚房團隊為江浙菜餚注入京川特色，風味獨特，豆瓣鱸魚、香甜軟嫩的柳橙排骨均值得一試。另推薦招牌蔥油餅，酥香的餅皮內鋪滿了青蔥，香氣濃厚。用餐空間裝潢簡約，並設有包廂。注意僅收現金，如欲於周末前往，建議訂座。,+886 7 582 1516,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/hai-guang
鄭家切仔麵,鹽埕區新樂街201巷5號,Kaohsiung,$,麵食,若不是有傳統花色大理石地磚，以及盛載食物的懷舊瓷器，單看明亮又乾淨的用餐環境，很難相信此小店已在小吃店林立的鹽埕區經營逾八十年。切仔麵湯頭以大骨、雞肉和蔬菜熬煮而成，令湯麵味道得以昇華。豬雜及各種新鮮食材均每天採買，前者不能錯過；而時價的仿土雞肉亦是招牌，值得一試。,+886 7 561 0706,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cheng-s-noodles
木公麥面,東區富貴街37號,Taichung,$,麵食,店名由「松麵」分拆而來，以紀念店主岳父阿松師的江浙麵館。木製匾額高掛大門上，加上核桃木窗框、書法字體菜單、帶囍字的瓷碗，以及擺放於牆上的古書，充滿雅致氣氛。食物方面，帶彈性的麵條搭配香醇湯頭，特別推薦榨菜肉絲麵和排骨麵，建議點選口味細膩的滷菜，完整體驗傳統古早滋味。,+886 4 2360 7737,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/mu-gong-noodles
Nibbon,鼓山區龍水二路9號,Kaohsiung,$$$$,時尚歐陸菜,老闆曾經營法式小酒館，自日本進修返臺後，開設了這家餐廳，並以日文「日本」一字為名。菜色融合在地蔬食、日本海鮮及法、義兩地料理手法，呈現和洋風美食。著重海鮮的套餐每兩個月更換菜色，但主餐後總會有結合義大利燉飯與日式雜炊的暖胃料理。餐廳不設招牌，裝潢舒適，仿如日式民宅。必須於網上訂座。,+886 7 586 9570,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/nibbon
好蟳屋,三民區建工路696號,Kaohsiung,$$,海鮮,餐廳開業三十餘年，老闆兼主廚出生於澎湖，每天兩次從其家鄉空運食材到店。店家以處女蟳菜色聞名，推薦以鹽焗方式烹調，其蟹黃飽滿，香甜味美。多道澎湖道地菜餚亦具水準：黑糖小章魚帶有黑糖香氣且鮮嫩非常；鹽酥魚尾則鹹香酥化，叫人想一試再試。以澎湖特產冷泡而成的風茹茶別具特色，不妨點選佐餐。,+886 7 386 5699,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/good-crab-house
EMBERS,大安區仁愛路四段122巷24號,Taipei,$$$$,時尚臺灣菜,室內設計樸實而充滿細節，呈現出與土地的連繫。吧檯上方的鳥巢形裝飾由柳杉製成，靈感來自原住民的獵寮，藉此介紹寶島的原始之美。主廚擺脫西餐思維，大量取材山林、原野或部落，並採用檳榔、醃魚、小米、豆棗等在地食材。他也會依據時令，更改十二道菜菜單的內容，並破格地以土鍋現煮的臺灣米飯作主食搭配。可預訂素食風味菜單。,+886 2 7751 5598,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/embers
小品雅廚,中山區中原街130號,Taipei,$$,臺灣菜,以清粥小菜形式由晚間營業至清晨，每日提供20多道家常臺式料理，選擇多元，且多為每天新鮮製作，並根據季節調整食材。菜餚主要以冷菜呈現，份量精巧，客人可以挑選清粥或白飯搭配。紅燒蹄膀鹹而不膩，帶有醬香，是佐粥的好菜。乾燒茄子、滷白菜等也十分推薦。小店人流不斷，是許多在地人的宵夜熱選。,+886 2 2592 9924,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/xiao-ping-kitchen
小樂沐,西區存中街59號,Taichung,$$$,時尚法國菜,位於寧靜的小巷之中，室內裝潢結合木材與金屬元素，配上引人注目的吊燈，締造優美舒適的用餐環境。從品嚐菜單的現代法國美食中，不難發現主廚運用香料和時令蔬菜的心思。所有座位皆能看到開放式廚房裡的料理過程，如果想與廚師有更多互動，不妨選擇吧檯位置。午餐時段提供葡萄酒和非酒精飲品的搭配。,+886 4 2375 3002,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/le-cote-lm
阿村牛肉湯 (保安路),中西區保安路41號,Tainan,$,小吃,始於1968年，現在由第三代接手經營，是府城知名的牛肉湯老店，完整呈現臺南式甘甜口味。牛肉湯湯頭用牛大骨與蔬果熬製，把手切牛肉置之燙至半熟，搭配自家調配的甜油膏與薑絲，更顯肉香味甜。另外，高麗菜炒牛肉為店內招牌菜，值得一試。設晚間及凌晨兩個營業時段，食材售罄便會提早關門。,+886 6 229 3908,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/a-cun-beef-soup-baoan-road
月夜岩,中山區雙城街25巷9號,Taipei,$$$$,日本菜,臺灣首間以日本螃蟹為主題的懷石餐廳，由具二十多年的日籍料理長帶領，提供進口松葉蟹和帝王蟹，以及季節限定的毛蟹及河豚。共四種價位的懷石套餐份量精緻，以不同料理方式凸顯蟹之美味，其土鍋飯令人難以忘懷。庭院充滿日式風情，設板前座位和十二間以日本古代月份命名的包廂，極其雅致。建議於一周前訂位。,+886 2 2585 9221,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/tsuki-yo-iwa
承,前鎮區中華五路806號2樓,Kaohsiung,$$$$,日本菜,日本「傳」(Den)的首間海外姊妹店，由副主廚來臺坐鎮，多道佳餚在細膩之中融入活潑風格。廚師會因應時令，於臺灣各處海港、小農取材。野菜沙拉與釜飯均叫人回味，前者以不同烹調手法料理十多種蔬果，為野菜注入新靈魂。同時提供多款臺灣茶飲，塑造更完整的味覺之旅。餐廳入口隱密，建議預先查詢。,無法取得,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/sho
美享地,鼓山區龍德新路222號11樓 (萬豪酒店),Kaohsiung,$$$,時尚法國菜,裝潢富麗堂皇，氣氛浪漫，適合伴侶共聚，也可為慶祝場合錦上添花。餐廳由年輕團隊打理，單一套餐隨著季節更迭，菜色風格結合日本料理和創新意念。餐廳坐落愛河旁邊，餐後不妨沿河散步，欣賞迷人的燈光水影。,+886 7 559 6911,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/majesty
弄盞欣悅,左營區文奇路215號,Kaohsiung,$$$$,時尚歐陸菜,置身寧靜住宅區內的私人酒窖之中，餐室一面牆以軟木塞壓製而成，風格簡約。提供無菜單歐陸料理，主廚巧妙將亞洲元素與臺灣食材融合其中，套餐以時令食材製作，並提供豬、牛或龍蝦三款主菜選擇，主菜後更特別加插咖哩飯，令整個套餐洋溢亞洲風味。須經社群媒體訂位，餐廳也能按需求為團體規劃相應菜單。,無法取得,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/opus-one-yin-yue
橋仔頭黃家肉燥飯 (橋頭),橋頭區橋南路106號,Kaohsiung,$,小吃,坐落於歷史悠久的橋頭老街，餐廳創立超過一甲子，眾多食客專程慕名到訪，品嚐南臺灣式肉燥飯。滷肉以肩胛肉、三層肉手工切丁後滷製，肥瘦各半，軟嫩不膩口，搭配香菜與米飯享用，滋味樸實。此外，古早風味的肉羹、每日新鮮處理的綜合切料等也深受老饕歡迎，十分適合配飯。不定休，建議先致電詢問。,+886 7 612 3253,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/ciao-zai-tou-huang-s-braised-pork-rice-ciaotou
三好一公道當歸鴨,中西區府前路一段2號,Tainan,$,小吃,小店於1949年開業，其後遷到現址，並交由第二代經營，延續創辦人的手藝。菜品品項不多，以當歸鴨麵線聞名，其中又以當歸鴨腿麵線最受歡迎。其湯頭以當歸、甘草等熬煮，溫潤回甘；鴨肉則選用每日採買的溫體菜鴨，燉煮至軟嫩，搭配保有口感的紅麵線，簡單卻滋味悠長。鴨腿經常早早售罄，建議致電預留。,+886 6 220 6858,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/san-hao-yi-kung-tao-angelica-duck
橡木炙烤牛排館,南屯區益豐路四段699號,Taichung,$$$,牛排屋,環境寬敞雅致，引人注目的熟成玻璃室設於中央位置。菜單網羅不同部位的牛排，分別來自美國、澳洲及日本，亦有自家乾式熟成品項，搭配龍眼木烤製，讓肉香氤氳滿室。為增添新意，餐廳會不定期更新前菜品項。友善的服務團隊會詳盡解釋牛排種類、口感，並提出熟度建議，助客人根據喜好作出選擇。,+886 4 2383 0258,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/meatgq
Apis Grill,三民區褒揚東街80號,Kaohsiung,$$,燒烤,坐落於巷弄之間，推開大門，映入眼簾的是奪目的窯爐和大型炭火燒烤爐。主廚擁有二十多年烹調歐陸菜經驗，擅於以醬料為食材添新意。從蔬食、海鮮乃至肉品，均以炭火烹調，菜單每兩至三周便會更新。不要錯過大受歡迎的紐西蘭鹿肉和別具風味的鮑魚。菜色份量精巧，適合好友相聚或單人前往。,+886 975 079 591,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/apis-grill
東方龍,南屯區公益路二段271之1號,Taichung,$$,臺灣菜,餐廳裝潢充滿中式元素，採用紅色燈籠和桌椅，洋溢喜慶氛圍，特別適合婚宴或商務聚會。餐廳在2022年更換了經營團隊，但廚房團隊繼續留任，食物的味道和水準依然。菜單仍以臺灣經典家常菜為主，佐以少許四川創新菜餚。熱門菜色包括三杯豬腳、古早味醬筍蒸午仔魚、東港櫻花蝦炒飯等。,+886 4 2252 3366,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/orient-dragon
昶鴻麵點,萬華區華西街15號171號攤 (華西街夜市),Taipei,$,麵食,開業近半世紀，以招牌湯麵及古早風味的菊花肉麵最受歡迎。小菜中，白斬土雞及豬尾巴為熱門之選。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/chang-hung-noodles
小王煮瓜,萬華區華西街17之4號153號攤 (華西街夜市),Taipei,$,小吃,有「黑金」之稱的滷肉飯入口黏稠，甜而不膩。清湯瓜仔肉湯頭清香回甘，肉塊更保有嚼勁。,+886 2 2370 7118,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/hsiao-wang-steamed-minced-pork-with-pickles-in-broth
富鼎旺 (中區),中區臺灣大道一段560號,Taichung,$,臺灣菜,店內裝潢樸實，客人先在門前點餐，再由服務人員協助入座，氣氛輕鬆隨意。這裡的滷豬腳、腿扣、腿節等做法與坊間有別，以醬油、紅蔥酥、糖和辣椒等代替中藥材，以小火燉煮。豬腳口感軟滑而且鹹香入味，搭配店家製作的辣椒醬，額外美味。同時提供魯肉飯、潤油豆腐等食品，全都價廉物美。,+886 4 2225 3188,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/fu-din-wang-central
雅閣,松山區敦化北路158號3樓 (文華東方酒店),Taipei,$$$$,粵菜,走過佈滿古董飾品的小長廊，便會來到這方正的餐室，四周以華麗布藝和木屏風裝飾，格調典雅。由香港主廚帶領的團隊帶來一系列傳統粵菜，在細膩處彰顯烹飪功力。脆皮雞等經典菜尤其值得一試，中午更提供精美點心。服務團隊會為客人建議用餐安排，菜色更能調整分量，不論是單獨前往或多人聚餐，都能感到賓至如歸。,+886 2 2715 6788,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ya-ge
施家鮮肉湯圓,大同區延平北路三段58號,Taipei,$,小吃,創立於1960年代，全年供應苗栗客家風味的鹹湯圓。第二代店主依循其母親的食譜，選用一年以上的舊圓糯米，製作軟糯可口的糯米皮，並包入飽滿的黑豬肉和爽脆蔬菜，一口咬下肉汁隨之流出。湯頭帶有冬菜與柴魚香氣，滋味無窮。店內除了客家美食，還有各類閩南與地方小吃，選擇多元豐富。,+886 2 2585 7655,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/shih-chia-big-rice-ball
真的好海鮮,大安區復興南路一段222號,Taipei,$$$$,海鮮,餐廳歷史悠久，店如其名，提供種類繁多的上乘海鮮，是本地人宴請與商務聚會的熱門場所。備有不同價位的個人套餐，但建議親自到魚缸前挑選時令海鮮，並由服務人員介紹最合適的烹調方式和點餐分量。野生烏魚子、竹筍沙拉、鹽焗處女蟳均是推薦菜色。店家亦有販售花枝丸、烏魚子等產品。,+886 2 2771 3000,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/really-good-seafood
鮨隆,中山區新生北路二段60之5號,Taipei,$$$$,壽司,壽司吧檯以數百年加拿大木材製造，一室淡雅，是傳統壽司店風格。餐廳2017年才開業，可主廚兼老闆有穩紮經驗，師從日本師傅，曾先後效力城中多家知名壽司店近三十年。選料嚴謹，米飯以北海道七星米及三種日本醋混合而成，且每週多次從日本各地進口新鮮海產。只供應無菜單料理，其中秋冬供應的鮟鱇魚肝壽司是廚師拿手之作。,+886 2 2581 8380,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sushi-ryu
謙安和,大安區安和路一段127巷4號,Taipei,$$$$,日本菜,僅提供無菜單料理，根據時令食材和當日新鮮到店的魚類而定，為客人帶來驚喜和新鮮感。中午供應以生食為主的手握壽司套餐，晚間則是割烹料理。不論哪個類型，不時不食是料理長和知軍雄的烹調宗旨。菜單內椀物中的真丈以當季食材製作，搭配清澈淡雅的柴魚昆布高湯，細節中見功夫，值得期待。,+886 2 2700 8128,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ken-an-ho
明福台菜海產,中山區中山北路二段137巷18之1號,Taipei,$$$,臺灣菜,來到明福，一定會被餐廳熱絡的氣氛感染。這裡主要提供家常臺灣菜，份量適合和親朋好友分享，尤其是須預訂的招牌菜一品佛跳牆，其用料與傳統有別，以松茸、銀杏、鮑魚等食材取代炸排骨酥和芋頭，湯頭呈清澈琥珀色且滋味鮮甜。此外，野菜山蘇與烏魚腱料理都是熱門菜色。但座位有限，建議訂位。,+886 2 2562 9287,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ming-fu
Forchetta,西屯區惠中七街36號2樓,Taichung,$$$,時尚歐陸菜,曾於臺北經營十多年，其後遷到臺中，但仍然保留過往的風格。主廚醉心花藝，餐廳採用落地玻璃，透視戶外的盆栽與大樹，一片綠蔭令人心曠神怡。同時尊重時令及在地食材，會根據當天採買到的材料，變化出多款前菜。主菜則提供六種選擇，其中，鴨心與鴨胗佐鴨間稻燉飯糅合了臺灣與西方料理特色，值得一試。,+886 4 2255 8111,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/forchetta
順德牛肉湯,學甲區民權路59號,Tainan,$$,小吃,開業近三十年，環境簡樸明亮，選用每天從屠宰場直送的臺灣牛肉，再由老闆娘現場處理。牛肉湯是店內招牌，湯頭以牛大骨與牛筋慢火熬煮七至八小時，味道溫潤鮮美。建議點選中碗以上份量，可以品嚐到較上乘的牛肉部位，也可向老闆娘請教最佳到店時間來避開人潮。若想享用完整餐點，不妨搭配熱炒牛肉料理和肉燥飯。,+886 6 782 0161,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/shun-te-beef-soup
INITA,松山區八德路三段12巷52弄1號,Taipei,$$$$,時尚義大利菜,餐廳名字由Italy、Nippon、Taiwan組成，寓意融合三地飲食文化。日籍主廚透過採用在地食材的單一套餐，呈現其對三地的理解和關切，如主菜「再看見台灣」用上玉露鴨和合鴨米等，重現紀錄片《看見台灣》的田野景色。義大利麵為現場桿製，滋味甚佳。主廚與顧客的互動富有趣味和劇場感，猶如喜劇廚藝秀。訂位資訊不定期公佈，須提前安排。,+886 2 2577 0886,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/inita
秋,三民區九如一路815號2F (御盟國際驛館),Kaohsiung,$$$,現代菜,選址於酒店式公寓內，裝潢以橘紅色為主，映襯富現代氣質的燈飾，環境舒適優雅。臺灣主廚具備營養學背景，以營養與健康為導向，結合在地食材與各國烹飪元素設計菜單。套餐風格精簡但細緻，不論午、晚間到訪，都能享用到相同的饗宴，且價格相對實惠。設有大小不等的包廂，加上親切有禮的服務，適合商務或親友聚會。,+886 7 974 1218,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cho
Ad Astra,中山區中山北路二段45巷23號,Taipei,$$$$,時尚歐陸菜,門外沒有顯著招牌，須按下門鈴再由服務人員接待。提供十道菜的無菜單套餐，歷練豐富的美籍主廚選取亞洲食材，結合歐陸技法和日本元素，令每道菜色均呈現大量細節與風味，尤其主餐後的釜飯料理叫人期待。無酒精調飲用上了主廚自製的醃漬蔬果，值得一試。另提供十四道菜的套餐，僅供四人座位與包廂顧客享用，須提前預訂。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/ad-astra-1206669
橄饗家,安平區安北路590號,Tainan,$$$,西班牙菜,西班牙主廚原經營食材貿易，為了推廣家鄉美食而開設餐館，並落腳於妻子出生地。提供一系列經典佳餚，用料上乘，海鮮更是由主廚親自到安平港挑選。服務團隊會細心介紹菜色，令人感到賓至如歸。酒單涵蓋西班牙的啤酒、葡萄酒、利口酒與調酒。晚上不妨在戶外庭院用餐，感受恍如身處歐洲鄉郊的悠閒。,+886 6 391 1687,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/como-en-casa-gourmet
和蒔炭火割烹,中山區長安東路二段36巷1號,Taipei,$$$,日本菜,店名為「和食」的諧音，由具二十多年日菜經驗的阿美族料理長掌杓，以炭火燒製新鮮魚料。食材多為在地出品，部分更源自料理長的臺東老家，甚至由他親自採集；他更自製具特色的鹽品，讓客人認識原住民的獨特食材。供應單一套餐，如欲品嚐更高價或多樣的食材，可於訂位時提出。店內用餐氛圍熱絡。,+886 2 2542 7700,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/wamaki
甘旨,東區崇仁街58號,Tainan,$$$$,日本菜,來自香港、曾於澳門及日本工作的料理長，因愛上臺南的慢步調而選擇在這個城市開店。帶有日式氛圍的木造裝潢，加上精緻的器皿，充分展現餐廳對細節的講究。供應主廚特製套餐及握壽司套餐：前者包括生魚片、割烹菜色、天婦羅與壽司，皆以時令食材製作；後者份量精簡，適合胃口較小的客人。,+886 6 267 8818,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/kanshi
祥和蔬食 (中正),中正區鎮江街1巷1號,Taipei,$$,素食,半露天的格局令室內明亮寬敞，牆壁綴有來自各地的佛教壁畫，環境氣氛祥和。作為全臺首家四川風味的素菜餐廳，店家跳脫素菜傳統的清淡口味，在菜色中加入麻、辣、辛、香風味，並可調整成全素或是蛋奶素。招牌餐點塔香脆腸將杏鮑菇切片後油炸，搭配九層塔炒香，風味與口感十足。,+886 2 2357 0377,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/serenity
蘭,大安區安和路二段83號,Taipei,$$$$,現代菜,餐室以全黑的天花襯托金色裝飾，加上聚光燈照明，格調高雅，非常適合約會。新任日籍主廚的料理資歷豐富，到臺之前曾涉足澳洲、新加坡等地，並將寬廣的世界觀融入菜式創作當中。菜單網羅各國料理的精髓與技法，並以現代風味呈現。午間及晚間套餐均備有三種肉品主菜選擇，以滿足不同喜好。,+886 2 2378 3333,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/orchid
大勇街無名鹹粥,中西區大勇街85號,Tainan,$,粥品,小店位於寧靜住宅區的鐵皮屋內，沒有招牌，卻總見排隊人潮，客人稱之為「大勇街無名鹹粥」。 提供臺南風格的鹹粥，在熟飯、虱目魚柳、鮮蚵上淋上滾燙的清澈高湯，米飯飽吸湯汁，且透著淡淡芹菜清香，十分滋味。且價格實惠，難怪深受歡迎。每月例休兩天，其餘不定休日子可於店面及社群媒體上確認。,+886 6 226 7028,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/dayong-street-no-name-congee
Pàng,大安區文昌街181號,Taipei,$$,墨西哥菜,年輕的經營者受美國文化薰陶，加上曾在南美餐廳工作，因而創立此店。菜單簡潔，將經典餡料融入臺灣食材，並不定時推出限定口味。玉米餅皮每天新鮮製作，經多重繁瑣工序，將玉米風味完全呈現。胭脂樹籽手撕豬將燉煮豬肉、自製魔鬼椒莎莎醬，搭配以臺灣洛神花漬的紫洋蔥，層次分明，是店裡的熱門品項。,無法取得,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/pang
笹鮨,中山區中山北路二段42巷6號,Taipei,$$$$,壽司,餐廳環境各項細節盡顯老闆心思，不論是椅子的高度、腳踏的寬度、或桌子的深度均經過精心計算，為求顧客用餐時舒適自在。食材主要自日本豐洲市場進口，並按種類施以不同的熟成和處理，例如鮪魚肚經櫻花木燻製，生筋子經去膜和醃製。餐廳定期邀請日本廚師作客，以提升員工技術。,+886 2 2561 1246,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/sasa
Cha Cha Thé Cuisine,大安區復興南路一段219巷23號,Taipei,$$$,時尚法國菜,為「采采食茶」品牌的延伸，於2022年轉型成餐廳。牆壁由茶磚堆砌而成，層架以書籍和茶具點綴，環境優雅舒適。主廚擅長以法式料理手法，融合亞洲食材炮製出一道道佳餚。午間提供三至五道菜套餐，由顧客自選料理組合，晚上則供應季節性套餐。建議餐後點一壺來自臺東的紅烏龍，與甜點搭配起來相得益彰。,+886 2 2781 8289,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/cha-cha-the-cuisine
正宗鴨肉飯,左營區裕誠路245號,Kaohsiung,$,小吃,小店的招牌為鴨肉飯：煙燻鴨肉香氣四溢，放於淋有特調醬汁的米飯上，味美誘人，限量的手切鴨肉腿尤其軟嫩多汁。除了米飯，亦可選美濃粄條、意麵及粉麵。綜合下水湯和豆菜系列菜色同樣美味，前者味道醇厚；後者搭配鮮嫩的鴨內臟、具胡椒辛香滋味。不定休，建議參考專頁的公告，並避開用餐時段前往。,+886 7 556 6428,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/cheng-tsung-duck-rice
L'Atelier par Yao,太平區新福十六街68號2樓,Taichung,$$$,時尚法國菜,墨綠色窗簾、溫潤實木桌、職人手作食具，加上輕快的法語歌曲，營造出舒適的氣氛。年輕主廚由法國返臺，擅於運用本地和進口食材，透過亞洲烹調技巧呈現當代法國美食。其中珠雞和碳烤干貝特別叫人難忘。甜品均為現點現做，搭配即時採摘和沖泡的香草茶，為餐點畫下完美句號。建議預約吧檯位置，欣賞廚房裡的料理過程。,+886 968 059 811,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/l-atelier-par-yao
湖東牛肉館,湖內區中山路一段107號,Kaohsiung,$$,臺灣菜,牛肉每日從臺南新鮮送達，再由廚師手切成略帶厚度的肉片。推薦點選涮涮鍋，湯頭以牛骨和蔬菜熬煮，鮮甜美味，把牛肉置於其中涮煮三至五秒，既能保留軟嫩口感，亦可品嚐到牛肉的天然滋味。店家亦推薦牛腩部位，帶牛筋的牛腩經烹調後，膠質變得滑嫩，十分可口。謹記提前訂位，並預留肉盤數量，以免向隅。,+886 7 693 0466,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/hu-tung-beef
老烤箱,大安區瑞安街141號,Taipei,$$,義大利菜,主廚曾赴義大利拜師學藝，並以披薩作為此店的招牌，不少客人都被其手桿薄脆餅皮吸引而來。在眾多款式中，推薦經典的瑪格麗特，用料雖簡單，卻能突顯麵粉香氣；喜愛濃郁口味者，則不妨選擇熱門的松露小姐。米蘭慢燉小羊膝等菜餚亦富有義式風情，適合分享。酒單上亦備有一系列實惠的義大利佳釀。,+886 2 2706 3322,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/antico-forno
錦霞樓,東區中華東路一段366號2樓 (南紡購物中心),Tainan,$$,臺灣菜,為了向阿霞飯店的創辦人吳錦霞致敬，第三代子弟於2015年開設錦霞樓。餐廳大門掛著紅色匾額，加上寬闊的用餐空間和包廂，甚具氣派，適合各式聚餐。菜單與阿霞飯店相似，但添加創新菜色，選擇相對多元。不妨以拼盤開啟筵席，當中的手工蝦棗和自製蟳丸都是熱門菜色。其他招牌菜包括紅蟳米糕和炭烤野生魚子。,+886 6 300 6789,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/jin-xia
阿美飯店,中西區民權路二段98號,Tainan,$$,臺灣菜,裝潢明亮，氣氛雅致，餐廳創立初期所用的瓷盤現為店內陳設。一甲子以來，專於提供經典宴席料理及百年老菜，菜色忠於傳統，大廚秉承創辦人所學，並巧妙將食材鮮味與臺南式甘甜完美結合。推薦鎮店之寶、燉煮三小時而成的砂鍋鴨，適合多人分享；桂花干貝、洋燒花枝及肉米蝦也值得點選。不設電梯，長者宜預訂一樓座位。,+886 6 222 2848,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/amei
滿堂,西區存中街39巷3號,Taichung,$$$,創新菜,滿堂於2021年搬進這座經改建的前美軍建築，保留老房的木屋簷與花窗，加上清水模牆面、木桌椅，以及窗外的綠蔭和陽光，營造舒適愜意的環境。菜單採單一套餐形式，通過創新的料理風格，呈現在地的食材與飲食文化，午間的四至五道菜套餐相當實惠。和在地茶館合作提供的冷泡茶搭配，也值得一試。,+886 910 833 755,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/le-plein
源芳刈包,萬華區華西街17之2號161號攤 (華西街夜市),Taipei,$,街頭小吃,經營逾一甲子，刈包皮為店家特製，搭配軟嫩多汁的滷五花肉和配料，令人回味再三。四神湯也濃郁鮮美。,+886 2 2381 0249,https://guide.michelin.com/tw/zh_TW/taipei-region/taipei/restaurant/yuan-fang-guabao
古家海鮮,左營區德威街55號,Kaohsiung,$$,海鮮,有別於傳統海鮮餐廳，此店裝潢富現代感，附有大片綠色植栽，環境舒適。由兩父子攜手經營，這裡的菜色名稱詼諧有趣，並大膽融入西式食材，例如招牌墨魚汁炒飯，是用松露油與墨魚汁拌炒而成。海膽滑蛋採用飽滿的澎湖海膽，鮮味十足，十分推薦。不妨留意黑板上的當日限定美食。週末宜提前訂位。,+886 7 550 8687,https://guide.michelin.com/tw/zh_TW/kaohsiung-region/kaohsiung/restaurant/kuca-seafood
阿文米粿,中西區保安路74號,Tainan,$,小吃,在小吃老店林立的保安街上，阿文米粿相對年輕，由老闆為了延續奶奶的烹飪手藝於2016年創立。老闆挑選兩年的舊在來米製作米漿，加入三種不同比例的地瓜粉，最後混以肉燥，先蒸再煎至金黃酥脆，軟嫩而富米香。提供五種吃法，推薦搭配筍絲肉醬汁的招牌米粿。嗜辣者不妨添加店家特製的辣椒醬。,+886 906 884 704,https://guide.michelin.com/tw/zh_TW/tainan-region/tainan/restaurant/a-wen-rice-cake
豬肉榮小料理,東區復興路四段17巷10之2號,Taichung,$$,亞洲菜,餐廳藏身在工廠旁，從小巷弄進入，看到以木材為主的店面，散發著日式小食堂的氛圍。主廚以融合臺、日、西式的料理手法，製作充滿創意和巧思的菜色，分量小巧，適合單人享用或三兩朋友小聚。其中，櫻花蝦滷肉飯以肥而不膩的手切滷肉，搭配薏仁與酥香的櫻花蝦，滋味獨特。須提前訂位，且僅收現金。,無法取得,https://guide.michelin.com/tw/zh_TW/taichung-region/taichung/restaurant/rong-cuisine
